user_id,movie_id,rating
4847967,31646,8
4847967,35180,9
4847967,28789,7
4847967,38101,6
4847967,32998,7
4847967,36039,5
4847967,50,7
4847967,25397,5
4847967,33337,7
4847967,11759,5
4847967,12291,5
4847967,1292,4
4847967,36904,8
4847967,37985,9
4847967,38815,6
4847967,101,7
4847967,31580,6
4847967,33253,8
4847967,30123,6
4847967,31173,6
4847967,22199,4
4847967,25013,6
4847967,47,8
4847967,22729,6
4847967,27655,3
4847967,34350,5
4847967,1177,5
4847967,32828,7
4847967,22147,8
4847967,6547,8
4847967,9062,5
4847967,10067,5
4847967,35834,6
4847967,9989,8
4847967,11433,8
4847967,11111,7
4847967,24833,7
4847967,30654,8
4847967,19759,5
4847967,21995,5
4847967,1051,4
4847967,9919,5
4847967,33506,5
4847967,28391,4
4847967,30205,5
4847967,7193,8
4847967,38753,8
4847967,477,7
4847967,29893,6
4847967,962,6
4847967,3297,7
4847967,36882,2
4847967,28249,7
4847967,31821,6
4847967,37171,9
4847967,66,8
4847967,32827,6
4847967,21185,9
4847967,27663,9
4847967,37525,3
4847967,2251,10
4847967,3901,10
4847967,6347,6
4847967,8516,5
4847967,28805,6
4847967,5081,9
4847967,7674,8
4847967,10030,8
4847967,12365,7
4847967,34636,7
4847967,2986,6
4847967,36649,8
4847967,22789,8
4847967,32947,5
4847967,39195,8
4847967,57,8
4847967,9513,7
4847967,32379,2
4847967,34055,2
4847967,10218,7
4847967,12113,7
4847967,12115,8
4847967,31904,2
4847967,20787,5
4847967,37498,4
4847967,889,9
4847967,4901,9
4847967,1519,9
4847967,11285,4
4847967,32086,6
4847967,269,6
4847967,11633,6
4847967,18441,6
4847967,58,5
4847967,1050,8
4847967,31043,8
4847967,31964,8
4847967,33486,9
4847967,36456,9
4847967,36896,7
4847967,10719,8
4847967,14967,8
4847967,14027,6
4847967,1222,6
4847967,1690,10
4847967,21405,9
4847967,24913,7
4847967,38186,6
4847967,40004,5
4847967,369,6
4847967,37451,8
4847967,4177,6
4847967,14345,7
4847967,32023,4
4847967,31478,7
4847967,32867,8
4847967,1536,3
4847967,1689,8
4847967,1657,8
4847967,12293,5
4847967,21677,6
4847967,232,6
4847967,372,5
4847967,33354,5
4847967,10012,8
4847967,37435,7
4847967,4981,6
4847967,10578,4
4847967,3087,7
4847967,9488,6
4847967,28999,5
4847967,34753,4
4847967,4975,3
4847967,10800,9
4847967,14397,10
4847967,59,5
4847967,60,6
4847967,14741,8
4847967,35608,6
4847967,18671,8
4847967,2167,7
4847967,4181,10
4847967,30383,5
4847967,1818,7
4847967,1575,10
4847967,2904,10
4847967,8142,6
4847967,31318,3
4847967,289,6
4847967,706,4
4847967,38940,5
4847967,9479,7
4847967,10029,7
4847967,1,10
4847967,5,9
4847967,25731,4
4847967,5941,9
4847967,1352,5
4847967,20031,8
4847967,23383,6
4847967,61,7
4847967,10259,6
4847967,31636,5
4847967,12549,4
4847967,16592,5
4847967,26349,8
4847967,29067,8
4847967,11843,10
4847967,2025,8
4847967,4182,7
4847967,7338,7
4847967,6573,7
4847967,35849,6
4847967,15583,4
4847967,974,5
4847967,6880,6
4847967,10418,5
4847967,34497,4
4847967,1535,10
4847967,28223,9
4847967,33988,8
4847967,35823,6
4847967,24031,7
4847967,2164,8
4847967,9379,10
4847967,10638,7
4847967,5177,6
4847967,3702,7
4847967,35120,9
4847967,18689,9
4847967,30230,9
4847967,36524,3
4847967,31163,5
4847967,31710,1
4847967,37982,6
4847967,1151,4
4847967,37520,8
4847967,38145,8
4847967,38691,7
4847967,9330,6
4847967,31339,7
4847967,39026,6
4847967,28121,5
4847967,37347,5
4847967,6746,9
4847967,27833,9
4847967,23199,8
4847967,27831,8
4847967,4789,10
4847967,2924,10
4847967,37033,6
4847967,38671,7
4847967,790,6
4847967,32901,3
4847967,12471,5
4847967,2759,6
4847967,3784,8
4847967,3785,9
4847967,3167,7
4847967,356,6
4847967,25537,9
4847967,33049,9
4847967,22297,8
4847967,28701,8
4847967,31389,6
4847967,27821,7
4847967,10087,10
4847967,11741,10
4847967,5178,5
4847967,227,8
4847967,35842,6
4847967,33010,6
4847967,32979,8
4847967,31376,5
4847967,18507,7
4847967,22265,6
4847967,120,6
4847967,38680,7
4847967,71,7
4847967,31931,8
4847967,73,7
4847967,72,5
4847967,121,10
4847967,5114,9
4847967,908,6
4847967,430,10
4847967,32948,7
4847967,1251,7
4847967,2890,6
4847967,1281,8
4847967,24765,8
4847967,35222,7
4847967,30544,3
4847967,31737,4
4847967,34280,7
4847967,25183,6
4847967,239,10
4847967,32071,8
4847967,28907,8
4847967,31637,8
4847967,23289,7
4847967,240,9
4847967,2508,9
4847967,18465,8
4847967,1813,9
4847967,32607,7
4847967,820,10
4847967,3371,9
4847967,3665,8
4847967,3016,9
4847967,31433,6
4847967,3014,9
4847967,1140,4
4847967,14131,8
4847967,18617,9
4847967,39533,7
4847967,25907,2
4847967,37349,6
4847967,21273,6
4847967,29787,6
4847967,27631,3
4847967,4872,9
4847967,21431,7
4847967,24695,5
4847967,268,8
4847967,36028,8
4847967,37989,8
4847967,17895,10
4847967,8425,9
4847967,37105,8
4847967,245,10
4847967,17729,8
4847967,29101,5
4847967,29093,8
4847967,29095,8
4847967,31368,5
4847967,10793,6
4847967,411,5
4847967,19319,6
4847967,267,7
13101,7669,6
13101,8481,7
13101,6408,7
13101,28761,4
13101,28339,3
13101,28789,5
13101,24181,5
13101,7809,2
13101,9624,5
13101,7113,5
13101,3685,6
13101,10979,5
13101,13971,4
13101,20913,5
13101,9611,6
13101,50,7
13101,1003,7
13101,304,8
13101,880,7
13101,2198,7
13101,3090,7
13101,11759,6
13101,13939,6
13101,13859,4
13101,12291,7
13101,16273,7
13101,33326,6
13101,34881,6
13101,6535,2
13101,12865,5
13101,13053,6
13101,101,5
13101,656,5
13101,36032,5
13101,21861,6
13101,7659,5
13101,17082,6
13101,30123,8
13101,31173,8
13101,31483,7
13101,8713,8
13101,22199,8
13101,25241,5
13101,4744,6
13101,5772,5
13101,25013,8
13101,30370,8
13101,29513,8
13101,22179,3
13101,6987,2
13101,8577,2
13101,47,6
13101,36864,6
13101,19429,5
13101,24751,6
13101,22729,8
13101,27655,7
13101,17901,6
13101,31588,7
13101,5270,5
13101,32828,8
13101,8676,7
13101,9117,6
13101,11235,7
13101,15951,5
13101,12669,6
13101,9925,7
13101,22147,8
13101,30206,6
13101,30056,5
13101,1223,5
13101,15085,5
13101,20655,4
13101,30431,5
13101,19217,6
13101,30739,5
13101,24531,5
13101,10516,5
13101,6547,9
13101,9062,7
13101,10067,6
13101,35015,6
13101,37924,7
13101,39959,7
13101,2832,7
13101,13513,4
13101,10436,3
13101,2579,7
13101,27911,6
13101,3080,6
13101,9861,5
13101,35427,5
13101,9989,9
13101,15039,8
13101,11433,6
13101,23447,7
