user_id,movie_id,rating
4847967,31646,4.0
4847967,35180,4.5
4847967,28789,3.5
4847967,38101,3.0
4847967,32998,3.5
4847967,36039,2.5
4847967,50,3.5
4847967,25397,2.5
4847967,33337,3.5
4847967,11759,2.5
4847967,12291,2.5
4847967,1292,2.0
4847967,36904,4.0
4847967,37985,4.5
4847967,38815,3.0
4847967,101,3.5
4847967,31580,3.0
4847967,33253,4.0
4847967,30123,3.0
4847967,31173,3.0
4847967,22199,2.0
4847967,25013,3.0
4847967,47,4.0
4847967,22729,3.0
4847967,27655,1.5
4847967,34350,2.5
4847967,1177,2.5
4847967,32828,3.5
4847967,22147,4.0
4847967,6547,4.0
4847967,9062,2.5
4847967,10067,2.5
4847967,35834,3.0
4847967,9989,4.0
4847967,11433,4.0
4847967,11111,3.5
4847967,24833,3.5
4847967,30654,4.0
4847967,19759,2.5
4847967,21995,2.5
4847967,1051,2.0
4847967,9919,2.5
4847967,33506,2.5
4847967,28391,2.0
4847967,30205,2.5
4847967,7193,4.0
4847967,38753,4.0
4847967,477,3.5
4847967,29893,3.0
4847967,962,3.0
4847967,3297,3.5
4847967,36882,1.0
4847967,28249,3.5
4847967,31821,3.0
4847967,37171,4.5
4847967,66,4.0
4847967,32827,3.0
4847967,21185,4.5
4847967,27663,4.5
4847967,37525,1.5
4847967,2251,5.0
4847967,3901,5.0
4847967,6347,3.0
4847967,8516,2.5
4847967,28805,3.0
4847967,5081,4.5
4847967,7674,4.0
4847967,10030,4.0
4847967,12365,3.5
4847967,34636,3.5
4847967,2986,3.0
4847967,36649,4.0
4847967,22789,4.0
4847967,32947,2.5
4847967,39195,4.0
4847967,57,4.0
4847967,9513,3.5
4847967,32379,1.0
4847967,34055,1.0
4847967,10218,3.5
4847967,12113,3.5
4847967,12115,4.0
4847967,31904,1.0
4847967,20787,2.5
4847967,37498,2.0
4847967,889,4.5
4847967,4901,4.5
4847967,1519,4.5
4847967,11285,2.0
4847967,32086,3.0
4847967,269,3.0
4847967,11633,3.0
4847967,18441,3.0
4847967,58,2.5
4847967,1050,4.0
4847967,31043,4.0
4847967,31964,4.0
4847967,33486,4.5
4847967,36456,4.5
4847967,36896,3.5
4847967,10719,4.0
4847967,14967,4.0
4847967,14027,3.0
4847967,1222,3.0
4847967,1690,5.0
4847967,21405,4.5
4847967,24913,3.5
4847967,38186,3.0
4847967,40004,2.5
4847967,369,3.0
4847967,37451,4.0
4847967,4177,3.0
4847967,14345,3.5
4847967,32023,2.0
4847967,31478,3.5
4847967,32867,4.0
4847967,1536,1.5
4847967,1689,4.0
4847967,1657,4.0
4847967,12293,2.5
4847967,21677,3.0
4847967,232,3.0
4847967,372,2.5
4847967,33354,2.5
4847967,10012,4.0
4847967,37435,3.5
4847967,4981,3.0
4847967,10578,2.0
4847967,3087,3.5
4847967,9488,3.0
4847967,28999,2.5
4847967,34753,2.0
4847967,4975,1.5
4847967,10800,4.5
4847967,14397,5.0
4847967,59,2.5
4847967,60,3.0
4847967,14741,4.0
4847967,35608,3.0
4847967,18671,4.0
4847967,2167,3.5
4847967,4181,5.0
4847967,30383,2.5
4847967,1818,3.5
4847967,1575,5.0
4847967,2904,5.0
4847967,8142,3.0
4847967,31318,1.5
4847967,289,3.0
4847967,706,2.0
4847967,38940,2.5
4847967,9479,3.5
4847967,10029,3.5
4847967,1,5.0
4847967,5,4.5
4847967,25731,2.0
4847967,5941,4.5
4847967,1352,2.5
4847967,20031,4.0
4847967,23383,3.0
4847967,61,3.5
4847967,10259,3.0
4847967,31636,2.5
4847967,12549,2.0
4847967,16592,2.5
4847967,26349,4.0
4847967,29067,4.0
4847967,11843,5.0
4847967,2025,4.0
4847967,4182,3.5
4847967,7338,3.5
4847967,6573,3.5
4847967,35849,3.0
4847967,15583,2.0
4847967,974,2.5
4847967,6880,3.0
4847967,10418,2.5
4847967,34497,2.0
4847967,1535,5.0
4847967,28223,4.5
4847967,33988,4.0
4847967,35823,3.0
4847967,24031,3.5
4847967,2164,4.0
4847967,9379,5.0
4847967,10638,3.5
4847967,5177,3.0
4847967,3702,3.5
4847967,35120,4.5
4847967,18689,4.5
4847967,30230,4.5
4847967,36524,1.5
4847967,31163,2.5
4847967,31710,0.5
4847967,37982,3.0
4847967,1151,2.0
4847967,37520,4.0
4847967,38145,4.0
4847967,38691,3.5
4847967,9330,3.0
4847967,31339,3.5
4847967,39026,3.0
4847967,28121,2.5
4847967,37347,2.5
4847967,6746,4.5
4847967,27833,4.5
4847967,23199,4.0
4847967,27831,4.0
4847967,4789,5.0
4847967,2924,5.0
4847967,37033,3.0
4847967,38671,3.5
4847967,790,3.0
4847967,32901,1.5
4847967,12471,2.5
4847967,2759,3.0
4847967,3784,4.0
4847967,3785,4.5
4847967,3167,3.5
4847967,356,3.0
4847967,25537,4.5
4847967,33049,4.5
4847967,22297,4.0
4847967,28701,4.0
4847967,31389,3.0
4847967,27821,3.5
4847967,10087,5.0
4847967,11741,5.0
4847967,5178,2.5
4847967,227,4.0
4847967,35842,3.0
4847967,33010,3.0
4847967,32979,4.0
4847967,31376,2.5
4847967,18507,3.5
4847967,22265,3.0
4847967,120,3.0
4847967,38680,3.5
4847967,71,3.5
4847967,31931,4.0
4847967,73,3.5
4847967,72,2.5
4847967,121,5.0
4847967,5114,4.5
4847967,908,3.0
4847967,430,5.0
4847967,32948,3.5
4847967,1251,3.5
4847967,2890,3.0
4847967,1281,4.0
4847967,24765,4.0
4847967,35222,3.5
4847967,30544,1.5
4847967,31737,2.0
4847967,34280,3.5
4847967,25183,3.0
4847967,239,5.0
4847967,32071,4.0
4847967,28907,4.0
4847967,31637,4.0
4847967,23289,3.5
4847967,240,4.5
4847967,2508,4.5
4847967,18465,4.0
4847967,1813,4.5
4847967,32607,3.5
4847967,820,5.0
4847967,3371,4.5
4847967,3665,4.0
4847967,3016,4.5
4847967,31433,3.0
4847967,3014,4.5
4847967,1140,2.0
4847967,14131,4.0
4847967,18617,4.5
4847967,39533,3.5
4847967,25907,1.0
4847967,37349,3.0
4847967,21273,3.0
4847967,29787,3.0
4847967,27631,1.5
4847967,4872,4.5
4847967,21431,3.5
4847967,24695,2.5
4847967,268,4.0
4847967,36028,4.0
4847967,37989,4.0
4847967,17895,5.0
4847967,8425,4.5
4847967,37105,4.0
4847967,245,5.0
4847967,17729,4.0
4847967,29101,2.5
4847967,29093,4.0
4847967,29095,4.0
4847967,31368,2.5
4847967,10793,3.0
4847967,411,2.5
4847967,19319,3.0
4847967,267,3.5
13101,7669,3.0
13101,8481,3.5
13101,6408,3.5
13101,28761,2.0
13101,28339,1.5
13101,28789,2.5
13101,24181,2.5
13101,7809,1.0
13101,9624,2.5
13101,7113,2.5
13101,3685,3.0
13101,10979,2.5
13101,13971,2.0
13101,20913,2.5
13101,9611,3.0
13101,50,3.5
13101,1003,3.5
13101,304,4.0
13101,880,3.5
13101,2198,3.5
13101,3090,3.5
13101,11759,3.0
13101,13939,3.0
13101,13859,2.0
13101,12291,3.5
13101,16273,3.5
13101,33326,3.0
13101,34881,3.0
13101,6535,1.0
13101,12865,2.5
13101,13053,3.0
13101,101,2.5
13101,656,2.5
13101,36032,2.5
13101,21861,3.0
13101,7659,2.5
13101,17082,3.0
13101,30123,4.0
13101,31173,4.0
13101,31483,3.5
13101,8713,4.0
13101,22199,4.0
13101,25241,2.5
13101,4744,3.0
13101,5772,2.5
13101,25013,4.0
13101,30370,4.0
13101,29513,4.0
13101,22179,1.5
13101,6987,1.0
13101,8577,1.0
13101,47,3.0
13101,36864,3.0
13101,19429,2.5
13101,24751,3.0
13101,22729,4.0
13101,27655,3.5
13101,17901,3.0
13101,31588,3.5
13101,5270,2.5
13101,32828,4.0
13101,8676,3.5
13101,9117,3.0
13101,11235,3.5
13101,15951,2.5
13101,12669,3.0
13101,9925,3.5
13101,22147,4.0
13101,30206,3.0
13101,30056,2.5
13101,1223,2.5
13101,15085,2.5
13101,20655,2.0
13101,30431,2.5
13101,19217,3.0
13101,30739,2.5
13101,24531,2.5
13101,10516,2.5
13101,6547,4.5
13101,9062,3.5
13101,10067,3.0
13101,35015,3.0
13101,37924,3.5
13101,39959,3.5
13101,2832,3.5
13101,13513,2.0
13101,10436,1.5
13101,2579,3.5
13101,27911,3.0
13101,3080,3.0
13101,9861,2.5
13101,35427,2.5
13101,9989,4.5
13101,15039,4.0
13101,11433,3.0
13101,23447,3.5
13101,11111,4.5
13101,20365,2.5
13101,11701,3.5
13101,24833,4.0
13101,30654,4.5
13101,28405,3.0
13101,19759,2.5
13101,15423,2.5
13101,21995,3.5
13101,24151,3.5
13101,13677,2.0
13101,7193,4.0
13101,22415,2.0
13101,15133,2.0
13101,6950,1.0
13101,8701,2.5
13101,38753,4.0
13101,7647,2.0
13101,9074,2.0
13101,14373,2.5
13101,11697,3.5
13101,477,3.5
13101,29893,4.5
13101,962,4.5
13101,5244,3.0
13101,3297,5.0
13101,5196,3.5
13101,4772,4.0
13101,2563,4.0
13101,17395,3.0
13101,3960,2.5
13101,19233,2.5
13101,1205,3.0
13101,3401,2.0
13101,31014,2.5
13101,29105,2.0
13101,13863,2.5
13101,12581,2.0
13101,16319,2.0
13101,5168,3.0
13101,37171,4.0
13101,37996,3.5
13101,38002,3.5
13101,1370,2.0
13101,6533,3.0
13101,7617,2.0
13101,9846,3.0
13101,586,3.5
13101,66,4.0
13101,659,3.0
13101,1593,3.0
13101,7817,4.5
13101,21185,4.0
13101,27663,4.5
13101,2251,4.0
13101,3901,4.0
13101,20855,2.0
13101,6347,4.5
13101,36250,2.5
13101,8516,4.5
13101,24727,2.5
13101,7870,3.5
13101,9471,4.0
13101,10431,2.5
13101,31298,3.5
13101,7805,3.0
13101,10834,3.5
13101,5081,4.5
13101,6948,3.0
13101,7674,4.5
13101,10030,4.5
13101,23369,2.5
13101,12365,4.5
13101,23361,2.5
13101,10501,2.5
13101,22789,4.5
13101,25045,2.5
13101,579,3.0
13101,4458,2.0
13101,28433,2.5
13101,10396,3.5
13101,13535,3.5
13101,20787,3.5
13101,10055,3.0
13101,889,4.0
13101,8440,3.0
13101,4901,4.0
13101,1519,4.5
13101,12079,2.5
13101,34618,4.0
13101,11633,3.5
13101,18441,3.0
13101,11691,2.0
13101,11869,1.5
13101,13253,2.5
13101,8939,3.0
13101,31043,4.5
13101,16405,3.0
13101,16936,3.0
13101,18419,3.0
13101,35712,3.0
13101,36560,2.5
13101,7518,2.5
13101,10719,3.5
13101,10897,3.0
13101,14967,4.0
13101,14027,3.5
13101,7597,2.5
13101,1690,4.0
13101,15525,2.5
13101,12877,3.0
13101,21405,3.5
13101,24913,3.5
13101,357,2.0
13101,2131,2.0
13101,8689,0.5
13101,11511,2.5
13101,28305,2.5
13101,14345,4.0
13101,21107,3.0
13101,17677,3.5
13101,13169,2.5
13101,23365,3.0
13101,1689,3.5
13101,16606,2.5
13101,5116,3.0
13101,3456,3.0
13101,11689,2.5
13101,8628,2.5
13101,11679,3.0
13101,6431,3.0
13101,28999,3.0
13101,31553,3.0
13101,4975,2.0
13101,33522,3.0
13101,10800,4.5
13101,14397,4.5
13101,18745,3.5
13101,2813,2.5
13101,2836,2.5
13101,10799,3.0
13101,8661,2.0
13101,35821,3.5
13101,22165,2.0
13101,14277,2.5
13101,16169,1.0
13101,23551,1.0
13101,25439,1.5
13101,18599,2.5
13101,2258,1.5
13101,21875,2.5
13101,31749,2.0
13101,2341,2.0
13101,17048,2.0
13101,17245,2.5
13101,4095,2.5
13101,10585,2.0
13101,14741,4.0
13101,15687,3.5
13101,35608,4.0
13101,18671,4.0
13101,21797,3.0
13101,23237,3.5
13101,27601,3.5
13101,15879,2.5
13101,16934,3.5
13101,2274,2.5
13101,2768,3.0
13101,2167,2.5
13101,4181,2.5
13101,6351,3.0
13101,4059,2.5
13101,1890,2.5
13101,8888,4.0
13101,15197,4.5
13101,15199,4.0
13101,15201,3.5
13101,30711,3.5
13101,1575,4.0
13101,8728,3.0
13101,12685,3.0
13101,1953,3.0
13101,2904,4.5
13101,5163,3.0
13101,6768,4.0
13101,2124,3.0
13101,4596,3.0
13101,5299,2.0
13101,14317,2.5
13101,22427,2.0
13101,3506,3.0
13101,9479,2.5
13101,10029,4.0
13101,13807,3.0
13101,15037,3.5
13101,514,3.0
13101,1,4.5
13101,17205,2.5
13101,5,4.0
13101,4037,3.5
13101,15893,2.5
13101,5941,5.0
13101,22839,3.0
13101,9629,2.5
3336425,20707,3.0
3336425,7669,2.5
3336425,8481,3.0
3336425,6408,2.5
3336425,2928,2.0
3336425,3269,2.5
3336425,4469,2.0
3336425,454,3.0
3336425,1143,2.5
3336425,299,3.0
3336425,9332,3.5
3336425,10390,2.5
3336425,873,2.5
3336425,48,2.5
3336425,298,3.0
3336425,1994,2.5
3336425,11375,3.0
3336425,1487,2.5
3336425,15219,3.0
3336425,29978,2.0
3336425,32737,2.5
3336425,28761,3.5
